"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Aug 2017","1","82.16","82.56","0.10","-1.19","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","2","80.27","80.33","0.18","-0.94","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","3","76.80","76.89","0.17","-0.95","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","4","76.09","76.16","0.16","-0.93","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","5","76.96","76.90","0.15","-0.78","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","6","75.00","75.18","0.17","-1.04","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","7","74.96","75.18","0.16","-1.07","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","8","70.44","70.63","0.17","-1.05","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","9","70.13","70.57","0.14","-1.27","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","10","70.35","70.63","0.17","-1.15","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","11","73.23","73.56","0.17","-1.20","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","12","75.56","75.21","0.20","-0.54","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","13","75.88","75.74","0.29","-0.84","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","14","75.04","75.01","0.20","-0.87","0.00","0.22","0.2450","0.0000","0.2285"
"WEP","01 Aug 2017","15","71.04","70.70","0.26","-0.61","0.00","0.22","0.2450","0.0000","0.2285"
