"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","02 Apr 2017","21","80.08","79.42","0.26","-0.41","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","22","73.81","73.03","0.21","-0.23","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","23","75.68","75.00","0.16","-0.29","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","24","73.65","73.02","0.12","-0.30","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","25","75.66","74.99","0.16","-0.30","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","26","75.66","74.99","0.16","-0.30","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","27","75.75","75.51","0.16","-0.73","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","28","76.51","76.15","0.16","-0.60","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","29","75.93","75.64","0.20","-0.71","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","30","76.35","76.15","0.16","-0.77","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","31","75.98","76.15","0.14","-1.12","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","32","76.10","76.18","0.16","-1.04","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","33","76.70","76.79","0.16","-1.05","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","34","76.16","76.16","0.21","-1.01","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","35","76.09","76.18","0.21","-1.11","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","36","76.02","76.16","0.28","-1.23","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","37","78.94","79.07","0.36","-1.30","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","38","83.78","83.37","0.36","-0.76","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","39","89.08","88.65","0.44","-0.81","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","40","93.99","93.75","0.43","-1.00","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","41","100.37","99.52","0.50","-0.45","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","42","130.79","129.75","0.79","-0.56","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","43","127.80","126.90","0.77","-0.68","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","44","110.92","110.44","0.62","-0.95","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","45","96.87","95.97","0.54","-0.44","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","46","85.20","84.29","0.42","-0.32","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","47","101.99","101.08","0.62","-0.52","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","02 Apr 2017","48","86.28","85.15","0.39","-0.07","0.00","0.23","0.2450","0.0099","0.3225"
"WEP","03 Apr 2017","1","71.83","70.55","0.38","0.13","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","2","67.74","66.89","0.21","-0.13","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","3","66.57","65.87","0.17","-0.24","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","4","66.08","65.47","0.03","-0.20","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","5","65.48","64.75","0.17","-0.21","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","6","65.04","64.40","0.03","-0.16","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","7","64.24","63.74","0.03","-0.30","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","8","63.95","63.45","0.03","-0.30","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","9","63.64","63.45","0.03","-0.61","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","10","64.28","63.71","0.03","-0.23","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","11","66.33","65.47","0.17","-0.08","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","12","67.27","66.49","0.19","-0.18","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","13","70.22","69.26","0.44","-0.25","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","14","74.97","74.08","0.46","-0.34","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","15","68.55","67.93","0.51","-0.66","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","16","76.43","75.52","0.49","-0.35","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","17","85.65","84.79","0.66","-0.57","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","18","84.36","83.35","0.45","-0.21","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","19","85.01","84.29","0.44","-0.49","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","20","84.14","83.40","0.38","-0.42","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","21","80.31","79.80","0.22","-0.48","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","22","78.45","77.98","0.18","-0.48","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","23","78.38","77.99","0.17","-0.55","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","24","74.62","74.56","0.03","-0.74","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","25","74.57","74.55","0.17","-0.92","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","26","74.61","74.60","0.03","-0.79","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","27","78.10","78.02","0.08","-0.77","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","28","76.05","75.70","0.17","-0.59","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","29","78.24","78.02","0.17","-0.72","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","30","78.01","77.97","0.16","-0.89","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","31","78.14","77.97","0.16","-0.76","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","32","78.22","78.00","0.17","-0.72","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","33","78.29","77.98","0.17","-0.63","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","34","74.89","74.56","0.18","-0.62","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","35","73.18","73.12","0.20","-0.91","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","36","71.89","71.90","0.24","-1.02","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","37","70.47","70.37","0.32","-1.00","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","38","71.30","71.07","0.32","-0.86","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","39","73.35","73.02","0.25","-0.69","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","40","72.32","72.08","0.20","-0.73","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","41","74.88","74.81","0.19","-0.89","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","42","84.20","84.33","0.19","-1.09","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","43","84.38","84.29","0.24","-0.92","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","44","81.53","81.08","0.20","-0.52","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","45","72.40","72.05","0.20","-0.62","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","46","69.42","69.00","0.20","-0.56","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","47","65.48","64.86","0.20","-0.35","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","03 Apr 2017","48","63.70","63.27","0.20","-0.54","0.00","0.23","0.2450","0.0089","0.2882"
"WEP","04 Apr 2017","1","71.76","71.60","0.04","-0.65","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","2","70.23","69.48","0.21","-0.23","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","3","70.23","69.46","0.21","-0.21","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","4","68.68","68.43","0.17","-0.69","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","5","69.35","68.42","0.17","-0.01","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","6","67.96","66.97","0.17","0.05","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","7","66.85","65.85","0.16","0.07","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","8","66.79","65.76","0.17","0.10","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","9","66.57","65.40","0.16","0.25","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","10","67.03","65.86","0.17","0.23","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","11","68.14","66.88","0.17","0.32","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","12","69.79","68.50","0.23","0.29","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","13","70.22","69.47","0.22","-0.24","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","14","73.82","73.15","0.23","-0.33","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","15","63.18","62.53","0.29","-0.41","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","16","67.43","66.89","0.28","-0.50","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","17","73.24","72.35","0.36","-0.23","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","18","71.01","69.96","0.32","-0.04","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","19","71.35","71.02","0.25","-0.69","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","20","73.09","72.62","0.19","-0.49","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","21","75.75","75.59","0.18","-0.79","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","22","78.49","78.10","0.17","-0.55","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","23","79.70","79.49","0.10","-0.66","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","24","77.52","77.75","0.07","-1.06","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","25","75.38","75.59","0.05","-1.03","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","26","77.55","77.77","0.08","-1.07","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","27","79.56","79.61","0.10","-0.92","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","28","81.96","81.58","0.16","-0.54","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","29","80.05","79.77","0.17","-0.65","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","30","79.90","79.77","0.16","-0.80","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","31","79.50","79.49","0.10","-0.85","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","32","79.37","79.50","0.10","-1.00","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","33","79.45","79.50","0.10","-0.91","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","34","77.93","78.08","0.18","-1.10","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","35","74.74","74.60","0.18","-0.81","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","36","73.33","73.93","0.20","-1.57","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","37","77.12","76.53","0.25","-0.42","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","38","72.96","72.37","0.32","-0.50","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","39","71.92","71.41","0.25","-0.51","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","40","72.25","71.97","0.20","-0.68","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","41","71.21","70.98","0.19","-0.73","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","42","75.64","75.58","0.20","-0.90","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","43","74.09","73.84","0.18","-0.69","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","44","70.03","69.86","0.19","-0.79","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","45","65.97","65.82","0.20","-0.82","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","46","64.22","63.77","0.20","-0.52","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","47","63.84","63.55","0.20","-0.67","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","04 Apr 2017","48","65.34","64.92","0.19","-0.54","0.00","0.23","0.2450","0.0088","0.2846"
"WEP","05 Apr 2017","1","75.81","75.68","0.02","-0.65","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","2","74.62","74.31","0.00","-0.45","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","3","72.98","73.12","0.00","-0.90","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","4","71.01","71.06","0.00","-0.81","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","5","70.59","70.55","0.00","-0.72","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","6","69.70","69.48","0.02","-0.56","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","7","69.69","69.42","0.02","-0.51","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","8","69.34","69.17","0.03","-0.63","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","9","68.48","68.41","0.02","-0.71","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","10","69.24","69.22","0.03","-0.77","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","11","69.39","69.43","0.02","-0.82","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","12","71.20","70.97","0.22","-0.75","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","13","74.84","74.30","0.38","-0.61","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","14","74.98","74.31","0.33","-0.42","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","15","67.50","66.93","0.35","-0.54","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","16","76.13","75.55","0.35","-0.54","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","17","88.41","88.28","0.45","-1.08","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","18","96.34","95.93","0.50","-0.85","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","19","102.85","102.76","0.69","-1.36","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","20","104.32","103.93","0.56","-0.93","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","21","103.94","103.93","0.21","-0.96","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","22","151.54","151.51","0.33","-1.06","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","23","151.57","151.62","0.31","-1.12","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","24","100.96","100.98","0.20","-0.98","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","25","92.71","92.36","0.17","-0.58","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","26","98.90","99.18","0.17","-1.21","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","27","102.76","102.82","0.08","-0.90","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","28","141.46","141.51","0.16","-0.97","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","29","112.96","112.90","0.17","-0.87","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","30","103.72","103.92","0.13","-1.10","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","31","102.47","102.81","0.13","-1.23","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","32","103.79","103.94","0.13","-1.04","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","33","160.94","161.84","0.16","-1.82","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","34","112.52","112.88","0.17","-1.29","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","35","95.68","95.92","0.06","-1.06","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","36","83.92","83.80","0.20","-0.85","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","37","82.90","82.35","0.25","-0.46","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","38","83.44","83.00","0.25","-0.57","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","39","84.87","84.41","0.21","-0.51","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","40","84.15","83.83","0.20","-0.64","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","41","83.68","83.51","0.19","-0.78","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","42","89.71","89.89","0.33","-1.27","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","43","87.21","87.52","0.28","-1.35","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","44","98.27","98.81","0.49","-1.79","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","45","88.02","87.79","0.32","-0.85","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","46","83.28","83.40","0.22","-1.11","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","47","75.01","75.04","0.20","-0.99","0.00","0.23","0.2450","0.0086","0.2784"
"WEP","05 Apr 2017","48","71.00","71.02","0.06","-0.84","0.00","0.23","0.2450","0.0086","0.2784"
