"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Mar 2017","1","73.78","73.05","0.02","-0.06","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","2","71.67","70.92","0.02","-0.04","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","3","73.02","71.99","0.02","0.23","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","4","71.85","70.84","0.00","0.23","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","5","69.33","68.39","0.02","0.15","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","6","68.33","67.42","0.02","0.11","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","7","68.14","67.12","0.02","0.23","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","8","67.59","66.42","0.02","0.38","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","9","67.15","66.12","0.02","0.23","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","10","67.14","66.12","0.02","0.23","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","11","69.35","68.36","0.02","0.19","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","12","71.84","70.85","0.04","0.18","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","13","73.99","73.01","0.22","-0.01","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","14","74.61","74.04","0.05","-0.25","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","15","75.17","74.01","0.29","0.10","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","16","95.34","94.44","0.35","-0.22","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","17","110.08","109.78","0.78","-1.26","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","18","89.75","89.12","0.39","-0.53","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","19","91.46","91.36","0.43","-1.10","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","20","90.47","89.87","0.33","-0.50","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","21","104.66","104.42","0.54","-1.07","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","22","113.82","113.64","0.65","-1.25","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","23","151.97","151.52","1.22","-1.54","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","24","124.43","124.21","0.79","-1.34","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","25","94.93","94.86","0.34","-1.04","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","26","98.52","98.32","0.40","-0.97","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","27","78.32","78.41","0.07","-0.94","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","28","75.67","75.58","0.03","-0.71","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","29","76.23","76.23","0.05","-0.82","0.00","0.25","0.2530","0.0089","0.2599"
"WEP","01 Mar 2017","30","76.36","76.22","0.05","-0.68","0.00","0.25","0.2530","0.0089","0.2599"
