"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Jun 2017","1","69.79","68.49","0.02","0.53","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","2","67.80","66.60","0.00","0.45","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","3","65.89","64.81","0.02","0.31","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","4","64.24","63.25","0.02","0.22","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","5","63.39","62.40","0.02","0.22","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","6","61.44","60.39","0.02","0.28","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","7","61.02","60.13","0.01","0.13","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","8","60.97","60.07","0.02","0.13","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","9","60.98","60.09","0.01","0.13","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","10","60.94","60.10","0.02","0.08","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","11","61.98","61.12","0.02","0.09","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","12","67.91","66.87","0.18","0.11","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","13","66.27","65.40","0.21","-0.09","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","14","66.21","65.52","0.27","-0.33","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","15","66.12","65.61","0.28","-0.52","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","16","66.72","66.27","0.30","-0.60","0.00","0.21","0.2450","0.0087","0.2831"
"WEP","01 Jun 2017","17","71.50","70.65","0.44","-0.34","0.00","0.21","0.2450","0.0087","0.2831"
