"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Feb 2017","1","91.01","89.64","0.00","0.52","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","2","87.45","85.60","0.00","1.00","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","3","81.94","80.53","0.00","0.56","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","4","78.96","77.47","0.00","0.64","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","5","77.79","76.47","0.00","0.47","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","6","75.02","73.96","0.00","0.22","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","7","72.87","71.91","0.00","0.12","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","8","72.30","71.42","0.02","0.02","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","9","72.28","71.42","0.02","-0.01","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","10","72.71","71.92","0.02","-0.07","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","11","77.18","76.46","0.01","-0.13","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","12","83.32","82.52","0.03","-0.08","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","13","87.45","86.67","0.15","-0.21","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","14","92.40","92.06","0.31","-0.81","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","15","85.96","85.19","0.44","-0.51","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","16","92.42","91.36","0.49","-0.28","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","17","93.72","92.12","0.65","0.10","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","18","91.05","89.72","0.45","0.03","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","19","91.08","89.69","0.33","0.21","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","20","92.52","91.52","0.20","-0.04","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","21","90.63","89.51","0.20","0.08","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","22","87.02","85.82","0.18","0.17","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","23","83.77","82.75","0.16","0.01","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","24","82.05","81.69","0.02","-0.51","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","25","77.26","77.65","0.02","-1.25","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","26","80.24","80.73","0.02","-1.35","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","27","80.80","81.44","0.02","-1.51","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","28","78.18","78.19","0.02","-0.88","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","29","78.56","78.19","0.02","-0.50","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","30","76.19","76.15","0.01","-0.82","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","31","76.05","76.15","0.01","-0.96","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","32","77.05","77.14","0.02","-0.95","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","33","79.55","79.43","0.02","-0.75","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","34","79.54","79.73","0.02","-1.05","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","35","77.10","77.43","0.04","-1.21","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","36","75.43","75.63","0.21","-1.26","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","37","74.58","74.62","0.29","-1.18","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","38","75.50","75.63","0.24","-1.22","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","39","77.47","77.12","0.22","-0.72","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","40","78.60","78.21","0.20","-0.66","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","41","76.26","76.16","0.03","-0.78","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","42","83.28","83.49","0.04","-1.09","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","43","83.86","84.48","0.02","-1.48","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","44","80.39","80.71","0.02","-1.18","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","45","76.32","76.12","0.03","-0.68","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","46","75.13","74.54","0.03","-0.28","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","47","72.49","71.92","0.02","-0.30","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","01 Feb 2017","48","72.15","71.51","0.00","-0.20","0.00","0.29","0.2530","0.0100","0.2926"
"WEP","02 Feb 2017","1","73.25","71.99","0.02","0.40","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","2","71.71","70.46","0.01","0.40","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","3","70.65","69.43","0.02","0.36","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","4","66.37","65.21","0.02","0.30","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","5","65.15","64.09","0.02","0.20","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","6","64.71","63.99","0.02","-0.14","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","7","61.05","60.36","0.02","-0.17","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","8","10.83","10.02","0.02","-0.05","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","9","10.83","10.02","0.02","-0.05","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","10","61.82","61.37","0.02","-0.41","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","11","65.49","65.21","0.02","-0.58","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","12","71.36","70.84","0.03","-0.35","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","13","74.87","74.01","0.22","-0.20","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","14","77.13","76.61","0.05","-0.37","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","15","74.08","73.60","0.25","-0.61","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","16","78.33","78.15","0.24","-0.90","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","17","83.60","82.64","0.33","-0.21","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","18","78.58","78.44","0.04","-0.74","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","19","80.93","80.69","0.04","-0.64","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","20","81.40","80.71","0.03","-0.18","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","21","84.21","83.58","0.04","-0.25","0.00","0.29","0.2530","0.0099","0.2875"
"WEP","02 Feb 2017","22","85.83","85.41","0.03","-0.45","0.00","0.29","0.2530","0.0099","0.2875"
