"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Jan 2017","1","79.46","79.13","0.42","-0.93","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","2","77.95","78.03","0.42","-1.35","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","3","76.04","76.47","0.02","-1.30","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","4","75.60","76.44","0.02","-1.71","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","5","75.12","75.99","0.02","-1.73","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","6","75.08","75.31","0.02","-1.09","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","7","74.70","73.85","0.02","-0.02","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","8","74.62","73.83","0.03","-0.08","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","9","71.65","70.74","0.03","0.03","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","10","68.19","67.39","0.01","-0.05","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","11","71.76","70.82","0.03","0.06","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","12","72.68","71.65","0.05","0.14","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","13","72.82","71.65","0.21","0.12","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","14","71.64","70.74","0.20","-0.14","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","15","71.82","70.83","0.34","-0.19","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","16","75.33","74.38","0.20","-0.10","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","17","77.00","75.98","0.21","-0.03","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","18","79.01","78.02","0.04","0.10","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","19","80.01","79.07","0.04","0.05","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","20","81.02","80.11","0.04","0.03","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","21","81.90","81.25","0.04","-0.23","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","22","79.78","79.07","0.02","-0.15","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","23","79.72","79.07","0.02","-0.22","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","24","79.61","79.07","0.04","-0.35","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","25","78.56","78.06","0.04","-0.39","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","26","79.79","79.08","0.04","-0.17","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","27","80.25","79.53","0.02","-0.15","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","28","80.37","79.53","0.05","-0.05","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","29","79.82","79.09","0.06","-0.17","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","30","78.56","78.06","0.07","-0.41","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","31","78.64","78.06","0.07","-0.33","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","32","78.57","78.06","0.07","-0.40","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","33","78.59","78.05","0.06","-0.36","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","34","78.40","78.05","0.04","-0.53","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","35","78.29","78.05","0.05","-0.65","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","36","78.21","78.06","0.03","-0.72","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","37","80.18","80.09","0.02","-0.77","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","38","83.11","82.63","0.06","-0.43","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","39","88.71","87.82","0.15","-0.10","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","40","88.60","87.82","0.05","-0.12","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","41","88.46","87.82","0.14","-0.34","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","42","88.65","87.82","0.19","-0.21","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","43","86.45","85.60","0.31","-0.30","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","44","83.31","82.55","0.37","-0.45","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","45","80.60","79.63","0.36","-0.23","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","46","79.26","78.07","0.29","0.06","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","47","80.75","80.14","0.29","-0.52","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","48","80.28","79.51","0.28","-0.35","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","02 Jan 2017","1","80.99","80.13","0.33","-0.31","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","2","80.78","79.51","0.34","0.09","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","3","77.74","77.01","0.02","-0.12","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","4","75.37","74.80","0.01","-0.28","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","5","74.58","73.84","0.02","-0.12","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","6","74.41","73.81","0.04","-0.28","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","7","70.10","69.47","0.03","-0.23","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","8","67.94","67.34","0.02","-0.26","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","9","65.33","65.11","0.02","-0.64","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","10","65.06","65.13","0.01","-0.92","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","11","70.84","70.41","0.03","-0.44","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","12","73.92","73.44","0.04","-0.40","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","13","72.82","72.31","0.21","-0.54","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","14","72.48","72.31","0.20","-0.86","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","15","73.80","73.81","0.29","-1.14","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","16","74.75","74.96","0.19","-1.23","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","17","77.85","78.02","0.02","-1.02","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","18","80.03","79.76","0.02","-0.59","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","19","83.50","83.19","0.02","-0.54","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","20","87.96","87.67","0.02","-0.56","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","21","88.95","88.92","0.02","-0.82","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","22","88.23","87.68","0.07","-0.36","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","23","88.30","87.68","0.07","-0.28","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","24","84.54","84.06","0.02","-0.38","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","25","82.54","82.63","0.02","-0.95","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","26","84.22","84.06","0.02","-0.69","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","27","85.55","85.59","0.04","-0.92","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","28","85.49","85.59","0.04","-0.98","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","29","85.89","85.59","0.13","-0.67","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","30","84.70","84.24","0.11","-0.49","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","31","84.32","84.18","0.11","-0.80","0.00","0.29","0.2530","0.0097","0.2838"
