"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 May 2018","1","100.34","100.71","0.22","-1.40","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","2","97.09","97.51","0.25","-1.48","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","3","100.71","100.96","0.16","-1.22","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","4","100.22","100.06","0.20","-0.84","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","5","96.31","95.64","0.26","-0.39","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","6","94.18","93.57","0.20","-0.40","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","7","93.27","92.74","0.25","-0.53","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","8","93.16","92.74","0.25","-0.64","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","9","92.04","91.73","0.25","-0.75","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","10","92.15","91.72","0.21","-0.59","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","11","91.66","90.81","0.26","-0.22","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","12","92.38","91.83","0.25","-0.51","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","13","92.08","91.83","0.35","-0.91","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","14","91.79","91.83","0.36","-1.21","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","15","91.89","91.73","0.49","-1.14","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","16","85.58","85.28","0.53","-1.04","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","17","85.60","85.27","0.49","-0.96","0.00","0.21","0.3016","0.0000","0.2966"
"WEP","01 May 2018","18","91.32","90.95","0.52","-0.96","0.00","0.21","0.3016","0.0000","0.2966"
