"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Jul 2017","1","93.67","92.49","0.23","0.31","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","2","91.18","89.93","0.16","0.45","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","3","86.94","85.87","0.12","0.32","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","4","84.75","83.79","0.19","0.13","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","5","86.25","85.20","0.19","0.22","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","6","84.08","83.17","0.21","0.06","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","7","82.44","81.42","0.21","0.18","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","8","82.26","81.21","0.21","0.21","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","9","82.16","81.19","0.21","0.13","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","10","81.42","80.28","0.21","0.29","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","11","82.13","81.19","0.21","0.09","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","12","82.42","81.19","0.35","0.24","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","13","80.08","79.22","0.26","-0.03","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","14","71.44","70.65","0.31","-0.15","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","15","71.56","70.66","0.44","-0.18","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","16","82.31","81.31","0.62","-0.26","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","17","89.76","88.91","0.48","-0.27","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","18","86.31","85.19","0.34","0.14","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","19","86.09","85.42","0.34","-0.31","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","20","89.71","89.01","0.26","-0.20","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","21","96.81","96.03","0.27","-0.13","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","22","91.02","90.26","0.24","-0.12","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","23","89.53","89.02","0.23","-0.36","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","24","85.93","85.32","0.21","-0.24","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","25","84.27","83.90","0.21","-0.48","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","26","85.08","84.45","0.18","-0.19","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","27","84.43","83.88","0.18","-0.27","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","28","83.85","83.39","0.21","-0.38","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","29","83.76","83.44","0.24","-0.55","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","30","83.72","83.27","0.21","-0.40","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","31","84.09","83.37","0.21","-0.13","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","32","82.16","81.50","0.22","-0.20","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","33","81.96","81.33","0.22","-0.23","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","34","80.83","80.42","0.26","-0.49","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","35","84.63","84.42","0.16","-0.59","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","36","85.66","85.30","0.22","-0.50","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","37","85.98","85.29","0.27","-0.22","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","38","87.13","86.31","0.27","-0.09","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","39","89.76","89.01","0.26","-0.15","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","40","89.64","89.02","0.17","-0.19","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","41","89.20","89.02","0.16","-0.62","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","42","90.37","90.22","0.16","-0.65","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","43","103.73","103.80","0.15","-0.85","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","44","89.35","89.02","0.16","-0.46","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","45","86.62","85.91","0.16","-0.09","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","46","90.32","89.93","0.28","-0.52","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","47","89.56","88.98","0.23","-0.28","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","01 Jul 2017","48","118.97","118.54","0.69","-0.89","0.00","0.11","0.2450","0.0000","0.2830"
"WEP","02 Jul 2017","1","88.90","88.41","0.22","-0.37","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","2","85.93","85.37","0.22","-0.31","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","3","86.00","85.26","0.20","-0.11","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","4","84.10","83.18","0.18","0.09","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","5","84.15","83.16","0.16","0.18","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","6","83.98","83.10","0.18","0.05","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","7","82.24","81.20","0.18","0.21","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","8","81.27","80.28","0.18","0.16","0.00","0.11","0.2450","0.0000","0.2926"
"WEP","02 Jul 2017","9","74.47","73.55","0.16","0.12","0.00","0.11","0.2450","0.0000","0.2926"
